Objective_ID,Objective_Title,LOE_ID,LOE_Title,IMO_ID,IMO_Title,OAI_ID,OAI_Title,OAI_Description,Land,Sea,Air,Cyber,Space,Duration_Months,Start_Date,End_Date,Decision_Point_1_Label,Decision_Point_1_Date,Decision_Point_2_Label,Decision_Point_2_Date,Decision_Point_3_Label,Decision_Point_3_Date,Decisive_Point_1_Label,Decisive_Point_1_Date,Decisive_Point_2_Label,Decisive_Point_2_Date,Decisive_Point_3_Label,Decisive_Point_3_Date,Depends_On,Branch_Notes
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.1","Restore & Protect Intelligence Sharing","1.1.1","Stand Up JIFC-HEM","Design, stand up, and operate the WHEMCOM Joint Intelligence Fusion Cell with multinational participation.","Multinational land/HUMINT fusion cells at JIFC-HEM.","Maritime intel desk fusing JIATF-S, Op CARIBBE, and partner navies.","Air ISR and air defense tracks integrated into COP.","Core intel networks, access control, and cross-domain solutions.","Integration of space-based ISR and commercial imagery into the fused picture.",60,2026-01-01,2030-12-31,"DP1 – Core Partners Willing To Share After UK/Colombia Withholding",2026-09-30,"DP2 – Partner Intel Caveats Acceptable or Not",2027-09-30,,"","DecP1 – JIFC-HEM Reaches Multinational IOC",2027-12-31,"DecP2 – JIFC-HEM Becomes Primary Regional Targeting Node",2029-12-31,,"","1.1.2;1.1.3;1.1.5;3.1.1;3.1.5","If UK/Colombia-type intel withholding spreads at DP1/DP2, branch to heavier U.S.-only fusion with limited partner lanes and adjust expectations for OBJ 2/3 effects."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.2","Restore & Protect Intelligence Sharing","1.1.2","Intel Planning Workshops","Conduct recurring bilateral and multilateral intel planning workshops to build a common threat picture and update sharing protocols.","Land-focused threat mapping (TCO routes, safe havens).","Maritime route mapping and pattern-of-life around Venezuela and Caribbean.","Air threat picture (military, charter, illicit air).","Cyber threat picture and intel-sharing formats.","Use of space and commercial imagery to anchor shared situational awareness.",48,2026-01-01,2029-12-31,"DP1 – Workshops Reveal True Willingness To Share",2026-12-31,"DP2 – Adjust Inner/Outer Circle of Intel Partners",2027-12-31,,"","DecP1 – Shared Regional Threat Picture Endorsed by Core Partners",2028-06-30,,"","","1.1.1;1.1.3","If key partners consistently sanitize intel or refuse to attend, branch to tiered intel network (inner ring vs outer ring) and accept uneven coverage, especially around Venezuela."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.3","Restore & Protect Intelligence Sharing","1.1.3","Secure Comms & Data-Sharing Architecture","Design and field secure comms and data-sharing platforms among WHEMCOM and partner intel nodes.","Hardened land HQ connections and intel cells.","Secure naval and coast guard ops centers and JIATF-S links.","Secure air C2 and ISR nodes connected to COP.","Encrypted networks; identity and access management; zero-trust concepts.","SATCOM and space links for beyond-line-of-sight data-sharing.",48,2026-04-01,2030-03-31,"DP1 – Architecture Cost/Security Tradeoffs Accepted",2026-12-31,"DP2 – Partner Uptake and Coverage Review",2027-12-31,,"","DecP1 – Core Secure Grid Online for Venezuela/Caribbean",2028-06-30,,"","","1.1.1;3.1.1","If high-cost/complexity or political objections block deployment in key partners, branch to reduced mesh with heavier reliance on U.S. nodes and commercial solutions."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.4","Harmonize Legal & Authority Frameworks","1.1.4","Hemispheric Legal Conference Series","Run recurring hemispheric JAG and MoD legal conferences to map authorities and gaps.","Clarify land/DSCA/SOF legal frameworks for partners.","Clarify maritime interdiction, boat strikes, and hot pursuit.","Clarify air policing, intercept, and overflight rules.","Clarify cybercrime, data-sharing, and evidence standards.","Clarify legal uses of space ISR and imagery sharing.",36,2026-02-01,2028-01-31,"DP1 – Consensus on Boat Strike Legitimacy and Constraints",2026-10-31,"DP2 – Agreement on Information-Sharing Liability/Risk",2027-06-30,,"","DecP1 – Hemispheric Legal Map Completed and Accepted by Core States",2027-12-31,,"","","","If partners reject lethal maritime authorities in principle, branch to more constrained ROE in OBJ 2/3 and rely more heavily on non-kinetic tools (finance, cyber, law enforcement)."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.5","Harmonize Legal & Authority Frameworks","1.1.5","SOFAs & Intel Agreements","Negotiate and implement SOFAs and intel-sharing agreements with priority partners.","Land SOFAs and legal protections for advisors, SFA, and presence.","Maritime agreements covering VBSS, interdiction; clarify lethal force norms amidst ongoing boat strikes.","Air basing, overflight, and refuel agreements.","Provisions for digital evidence, cyber intel, and privacy.","Provisions for tasking and using space-based ISR for regional threats.",48,2026-07-01,2030-06-30,"DP1 – Legal Redlines on Regime-Change and Lethal Maritime Authorities Identified",2027-03-31,"DP2 – Core Partner Set for Full SOFAs Locked",2027-12-31,"DP3 – Venezuelan Crisis Test of Agreements",2029-06-30,"DecP1 – Core SOFAs and Intel Treaties in Force",2028-06-30,"DecP2 – Framework Holds During Real-World Venezuela Event",2029-12-31,"","1.1.4;1.1.1;1.1.2","If UK/Colombia-style legal concerns harden at DP1/DP2, branch to tiered legal architecture where some partners retain only non-lethal or non-operational roles in maritime actions near Venezuela."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.6","Strengthen OAS/IADB & Coalition Legitimacy","1.1.6","OAS/IADB LNO Support","Provide LNOs and planning support to OAS/IADB security and HA/DR initiatives.","Embed planners in OAS/IADB land security/HA/DR work.","Support maritime security initiatives and norms-setting.","Support air interoperability and regional exercise planning.","Link cyber CERT/cooperation with OAS/IADB channels.","Use space products for shared assessments and early warning.",48,2026-04-01,2030-03-31,"DP1 – OAS/IADB Relevance to Venezuela Crisis Confirmed or Not",2027-03-31,,"",,"","DecP1 – OAS/IADB Recognized as Key Legitimacy Forum for Actions Near Venezuela",2028-12-31,,"","","1.1.1;1.1.7","If OAS/IADB remain deadlocked or politicized, branch to coalitions of the willing and ad hoc groups for legitimacy and messaging around Venezuela operations."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.7","Strengthen OAS/IADB & Coalition Legitimacy","1.1.7","Coalition IO Campaigns","Design and execute IO campaigns highlighting collective security, legal restraint, and humanitarian focus.","Use KLEs and land-focused engagements to reinforce narratives.","Show joint maritime interdiction as law-based; manage perceptions of lethal boat strikes.","Show airlift/ISR as transparent, humanitarian, and defensive.","Conduct cyber/MISO to counter malign narratives about regime change.","Use unclassified space imagery to support public messaging.",48,2026-07-01,2030-06-30,"DP1 – Narrative on Maritime Lethal Actions Acceptable or Backfiring",2027-06-30,"DP2 – Partner Sensitivities to Regime-Change Framing Identified",2028-03-31,,"","DecP1 – Coalition Narrative Dominates in Regional Media",2029-06-30,,"","","1.1.5;2.2.1","If lethal boat strikes generate significant backlash, branch to stronger emphasis on law enforcement narrative and de-emphasize kinetic aspects in IO products."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.8","Deepen Security Cooperation & Capacity-Building","1.1.8","SFA-B Capacity Campaign","Conduct persistent SFA-B missions focused on C-TCO, border security, cyber defense, and C-UAS.","Train land units in C-TCO, border control, and force protection.","Train navies/coast guards in interdiction; leverage Op CARIBBE and similar operations as practical venues.","Train air forces on ISR integration, C-UAS, and air policing near Venezuela.","Provide cyber range events and network defense training.","Integrate use of commercial/space ISR in partner target development.",48,2027-01-01,2030-12-31,"DP1 – Vetting and HR Concerns on Partner Units",2027-09-30,"DP2 – Shift Focus to Performing Partners vs. High-Risk States",2028-09-30,,"","DecP1 – Key Partner Units Reach Reliable Operational Competence",2029-12-31,,"","","1.1.5;2.1.1","If partner units are compromised or politicized, branch to redirect SFA efforts or terminate specific lines of assistance; impacts OBJ 2 interdiction and proxy disruption."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.9","Deepen Security Cooperation & Capacity-Building","1.1.9","IMET & SPP Expansion","Expand IMET and State Partnership Program engagements, prioritizing fence-sitter and PRC/RUS-influenced nations.","Send land officers/NCOs to PME focused on rule of law and civil-military norms.","Embed naval and coast guard leaders in maritime security and MDA-focused PME.","Train air leaders in safety, interoperability, and HA/DR.","Develop cyber education and CERT partnerships.","Expose partners to use of space-based ISR and SSA.",48,2026-07-01,2030-06-30,"DP1 – Resource & Political Limits on Seat Expansion",2026-12-31,"DP2 – Alumni Career Trajectories in Key States",2029-06-30,,"","DecP1 – Cohort of Regionally Influential Alumni Emerges",2030-12-31,,"","","","If alumni in critical states are captured by authoritarian regimes, branch to stricter vetting or suspension; reduces long-term partner resilience near Venezuela."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.1","Strengthen, Reassure, Integrate Regional Partners","1.1.10","Deepen Security Cooperation & Capacity-Building","1.1.10","Hemisphere Shield Exercise Series","Conduct annual multinational Hemispheric Shield exercises focused on multi-domain interdiction, DSCA, and interoperability.","Land-focused scenarios (border security, migration, HA/DR).","Maritime interdiction vignettes including realistic lethal-force and boarding dilemmas.","Air C2, ISR, and DSCA airlift/evacuation practice.","Cyber incident response injecting TCO and state-actor threats.","Use space-enabled COP as backbone for exercise.",48,2027-01-01,2030-12-31,"DP1 – Partner Sensitivity to Venezuela-Focused Scenarios",2027-04-30,"DP2 – Exercise Complexity vs. Political Risk Balance",2028-04-30,,"","DecP1 – First Full Multi-Domain Hemispheric Shield Executed",2027-12-31,"DecP2 – Exercise Demonstrates Credible Hemispheric Response to Venezuela Contingencies",2029-12-31,"","1.1.1;1.1.3;3.1.1","If partners push back on Venezuela-centric vignettes, branch to more generic scenarios and handle Venezuela-specific rehearsals via classified/limited venues."
1,"Strengthen & Protect Western Hemisphere Partnership Network","1.2","Preserve Homeland Defense & DSCA Readiness","1.2.1","Maintain & Protect Multinational Homeland Defense","1.2.1","Tri-National Homeland Defense Integration","Integrate Canadian and Mexican militaries into JTF-HD planning, sensor fusion, and response for homeland defense.","Develop and rehearse land HD and DSCA roles.","Define maritime contributions in Gulf/Caribbean and Arctic approaches.","Align air defense, NORAD coordination, and alert postures.","Coordinate HD-relevant cyber defense and incident response.","Fuse shared space-based early warning and missile defense data.",48,2026-04-01,2030-03-31,"DP1 – Mexican/Canadian Appetite for Deeper HD Role",2027-03-31,"DP2 – Caveats on Activities Near Venezuela",2028-03-31,,"","DecP1 – Coherent Tri-National HD CONOPS Exercised",2028-12-31,,"","","1.1.3;3.1.1","If Mexican or Canadian caveats on Venezuela-related HD activities are strong, branch to differentiated roles and more unilateral U.S. posture around Caribbean/Venezuela."
